datastay,category,phq_attendance,duration,local_rank
2022-12-21,performing-arts,492,0,51
2022-12-21,performing-arts,334,0,48
2022-12-21,performing-arts,1330,0,60
2022-12-21,performing-arts,843,0,56
2022-12-21,performing-arts,904,0,56
2022-12-21,performing-arts,277,0,46
2022-12-21,performing-arts,582,0,52
2022-12-21,performing-arts,432,0,50
2022-12-21,performing-arts,1421,0,60
2022-12-21,performing-arts,583,0,52
2022-12-21,performing-arts,1503,0,61
2022-12-21,performing-arts,385,0,49
2022-12-21,performing-arts,507,0,51
2022-12-21,concerts,273,0,46
2022-12-21,performing-arts,2584,0,66
2022-12-21,festivals,2500000,3931200,100
2022-12-21,performing-arts,733,0,55
2022-12-21,expos,5000,962100,69
2022-12-21,performing-arts,904,0,56
2022-12-21,performing-arts,332,0,47
2022-12-21,performing-arts,723,0,54
2022-12-21,performing-arts,274,0,46
2022-12-21,performing-arts,480,0,51
2022-12-21,festivals,342,878364,47
2022-12-21,performing-arts,840,0,56
2022-12-21,performing-arts,433,0,50
2022-12-22,performing-arts,732,0,54
2022-12-22,concerts,250,0,46
2022-12-22,performing-arts,332,0,47
2022-12-22,performing-arts,467,0,51
2022-12-22,performing-arts,480,0,51
2022-12-22,concerts,250,0,46
2022-12-22,performing-arts,535,0,52
2022-12-22,festivals,342,878364,47
2022-12-22,performing-arts,696,0,54
2022-12-22,performing-arts,432,0,50
2022-12-22,performing-arts,1377,0,60
2022-12-22,performing-arts,2591,0,66
2022-12-22,community,1145,18000,58
2022-12-22,community,350,0,50
2022-12-22,performing-arts,723,0,54
2022-12-22,performing-arts,594,0,53
2022-12-22,performing-arts,1330,0,60
2022-12-22,performing-arts,422,0,50
2022-12-22,concerts,1442,0,59
2022-12-22,concerts,4921,0,69
2022-12-22,performing-arts,385,0,49
2022-12-22,concerts,672,0,54
2022-12-22,performing-arts,1330,0,60
2022-12-22,performing-arts,1503,0,61
2022-12-22,performing-arts,458,0,50
2022-12-22,performing-arts,1421,0,60
2022-12-22,festivals,455,453600,50
2022-12-22,performing-arts,647,0,53
2022-12-22,performing-arts,698,0,54
2022-12-22,performing-arts,840,0,56
2022-12-22,performing-arts,1264,0,59
2022-12-22,performing-arts,843,0,56
2022-12-22,performing-arts,904,0,56
2022-12-22,performing-arts,666,0,54
2022-12-22,expos,5000,962100,69
2022-12-22,performing-arts,904,0,56
2022-12-22,performing-arts,334,0,48
2022-12-22,performing-arts,507,0,51
2022-12-22,festivals,2500000,3931200,100
2022-12-22,sports,12899,0,78
2022-12-22,performing-arts,583,0,52
2022-12-22,performing-arts,742,0,55
2022-12-22,performing-arts,432,0,50
2022-12-22,performing-arts,334,0,48
2022-12-22,performing-arts,433,0,50
2022-12-22,performing-arts,277,0,46
2022-12-22,performing-arts,733,0,55
2022-12-22,performing-arts,673,0,54
2022-12-22,performing-arts,538,0,52
2022-12-22,performing-arts,274,0,46
2022-12-22,performing-arts,582,0,52
2022-12-22,performing-arts,467,0,51
2022-12-22,concerts,315,0,47
2022-12-22,performing-arts,699,0,54
2022-12-22,community,350,0,48
2022-12-22,performing-arts,1322,0,60
2022-12-22,performing-arts,492,0,51
2022-12-23,performing-arts,647,0,53
2022-12-23,performing-arts,698,0,54
2022-12-23,performing-arts,507,0,51
2022-12-23,performing-arts,432,0,50
2022-12-23,performing-arts,699,0,54
2022-12-23,festivals,455,453600,50
2022-12-23,conferences,500,32400,51
2022-12-23,performing-arts,332,0,46
2022-12-23,performing-arts,277,0,46
2022-12-23,community,700,14400,52
2022-12-23,performing-arts,1322,0,60
2022-12-23,performing-arts,432,0,50
2022-12-23,performing-arts,467,0,51
2022-12-23,performing-arts,422,0,50
2022-12-23,performing-arts,2591,0,66
2022-12-23,performing-arts,1377,0,60
2022-12-23,performing-arts,666,0,54
2022-12-23,performing-arts,1330,0,60
2022-12-23,festivals,342,878364,47
2022-12-23,performing-arts,733,0,55
2022-12-23,sports,11589,0,84
2022-12-23,performing-arts,840,0,56
2022-12-23,performing-arts,673,0,54
2022-12-23,concerts,800,0,54
2022-12-23,performing-arts,371,0,48
2022-12-23,concerts,327,0,47
2022-12-23,performing-arts,385,0,49
2022-12-23,performing-arts,583,0,52
2022-12-23,performing-arts,274,0,46
2022-12-23,performing-arts,535,0,52
2022-12-23,performing-arts,332,0,47
2022-12-23,performing-arts,458,0,50
2022-12-23,performing-arts,594,0,53
2022-12-23,performing-arts,538,0,52
2022-12-23,performing-arts,742,0,55
2022-12-23,performing-arts,1503,0,61
2022-12-23,performing-arts,334,0,48
2022-12-23,performing-arts,492,0,51
2022-12-23,community,1600,25200,61
2022-12-23,performing-arts,334,0,48
2022-12-23,festivals,2500000,3931200,100
2022-12-23,performing-arts,904,0,56
2022-12-23,performing-arts,582,0,52
2022-12-23,concerts,250,0,46
2022-12-23,expos,5000,962100,69
2022-12-23,concerts,771,23400,53
2022-12-23,concerts,672,0,54
2022-12-23,performing-arts,480,0,51
2022-12-23,performing-arts,1421,0,60
2022-12-23,concerts,800,0,54
2022-12-23,performing-arts,843,0,56
2022-12-23,performing-arts,723,0,54
2022-12-23,concerts,250,0,46
2022-12-23,concerts,250,0,46
2022-12-23,community,500,0,50
2022-12-23,performing-arts,696,0,54
2022-12-23,performing-arts,433,0,50
2022-12-23,performing-arts,467,0,51
2022-12-23,performing-arts,732,0,54
2022-12-23,community,450,0,49
2022-12-23,performing-arts,904,0,56
2022-12-23,community,350,0,48
2022-12-23,performing-arts,1264,0,59
2022-12-23,concerts,372,18000,49
2022-12-24,performing-arts,332,0,47
2022-12-24,performing-arts,371,0,48
2022-12-24,performing-arts,732,0,54
2022-12-24,performing-arts,742,0,55
2022-12-24,performing-arts,673,0,54
2022-12-24,performing-arts,492,0,51
2022-12-24,performing-arts,507,0,51
2022-12-24,performing-arts,904,0,56
2022-12-24,festivals,220,25200,45
2022-12-24,performing-arts,583,0,52
2022-12-24,performing-arts,467,0,51
2022-12-24,performing-arts,277,0,46
2022-12-24,performing-arts,1330,0,60
2022-12-24,performing-arts,1377,0,60
2022-12-24,performing-arts,480,0,51
2022-12-24,performing-arts,538,0,52
2022-12-24,performing-arts,458,0,50
2022-12-24,performing-arts,422,0,50
2022-12-24,community,550,12540,50
2022-12-24,performing-arts,1322,0,60
2022-12-24,performing-arts,1421,0,60
2022-12-24,performing-arts,274,0,46
2022-12-24,community,350,0,48
2022-12-24,festivals,2500000,3931200,100
2022-12-24,performing-arts,535,0,52
2022-12-24,expos,5000,962100,69
2022-12-24,performing-arts,432,0,50
2022-12-24,concerts,672,0,54
2022-12-24,performing-arts,698,0,54
2022-12-24,performing-arts,334,0,48
2022-12-24,performing-arts,733,0,55
2022-12-24,performing-arts,647,0,53
2022-12-24,performing-arts,1264,0,59
2022-12-24,performing-arts,1330,0,60
2022-12-24,performing-arts,387,0,49
2022-12-24,performing-arts,1503,0,61
2022-12-25,conferences,5000,357300,70
2022-12-25,expos,5000,962100,69
2022-12-25,festivals,2500000,3931200,100
2022-12-26,festivals,2500000,3931200,100
2022-12-26,expos,5000,962100,69
2022-12-26,performing-arts,1377,0,60
2022-12-26,performing-arts,582,0,52
2022-12-26,performing-arts,742,0,55
2022-12-26,sports,6377,0,79
2022-12-26,concerts,2122,25200,64
2022-12-26,performing-arts,492,0,51
2022-12-26,concerts,874,25200,55
2022-12-26,community,1600,25200,61
2022-12-26,performing-arts,2584,0,66
2022-12-26,community,550,18000,50
2022-12-26,performing-arts,843,0,56
2022-12-26,conferences,5000,357300,70
2022-12-26,community,350,0,48
2022-12-26,performing-arts,458,0,50
2022-12-26,concerts,1137,18000,58
2022-12-26,performing-arts,432,0,50
2022-12-26,performing-arts,723,0,54
2022-12-26,concerts,331,36000,46
2022-12-26,performing-arts,666,0,54
2022-12-26,sports,2593,0,69
2022-12-26,sports,36782,0,87
2022-12-27,performing-arts,1322,0,60
2022-12-27,performing-arts,582,0,52
2022-12-27,performing-arts,594,0,53
2022-12-27,performing-arts,733,0,55
2022-12-27,sports,39243,0,88
2022-12-27,concerts,950,7200,57
2022-12-27,performing-arts,507,0,51
2022-12-27,performing-arts,673,0,54
2022-12-27,performing-arts,385,0,49
2022-12-27,concerts,419,37800,48
2022-12-27,performing-arts,666,0,54
2022-12-27,performing-arts,732,0,54
2022-12-27,community,350,0,48
2022-12-27,performing-arts,433,0,50
2022-12-27,performing-arts,1421,0,60
2022-12-27,performing-arts,467,0,51
2022-12-27,performing-arts,538,0,52
2022-12-27,performing-arts,583,0,52
2022-12-27,expos,5000,962100,69
2022-12-27,performing-arts,840,0,56
2022-12-27,festivals,2500000,3931200,100
2022-12-27,performing-arts,904,0,56
2022-12-27,performing-arts,334,0,48
2022-12-27,performing-arts,1330,0,60
2022-12-27,performing-arts,1264,0,59
2022-12-27,concerts,350,0,50
2022-12-27,performing-arts,699,0,54
2022-12-27,performing-arts,904,0,56
2022-12-27,performing-arts,332,0,47
2022-12-27,performing-arts,843,0,56
2022-12-27,performing-arts,277,0,46
2022-12-27,performing-arts,432,0,50
2022-12-27,performing-arts,492,0,51
2022-12-27,performing-arts,723,0,54
2022-12-27,conferences,5000,357300,70
2022-12-27,concerts,672,0,54
2022-12-27,performing-arts,1503,0,61
2022-12-27,performing-arts,535,0,52
2022-12-27,performing-arts,458,0,50
2022-12-27,performing-arts,2584,0,66
2022-12-27,performing-arts,371,0,48
2022-12-27,performing-arts,742,0,55
2022-12-27,performing-arts,467,0,51
2022-12-27,performing-arts,422,0,50
2022-12-27,performing-arts,696,0,54
2022-12-27,performing-arts,1377,0,60
2022-12-27,performing-arts,647,0,53
2022-12-27,performing-arts,698,0,54
2022-12-28,performing-arts,666,0,54
2022-12-28,performing-arts,1503,0,61
2022-12-28,performing-arts,698,0,54
2022-12-28,concerts,672,0,54
2022-12-28,performing-arts,458,0,50
2022-12-28,concerts,1344,0,58
2022-12-28,performing-arts,843,0,56
2022-12-28,performing-arts,332,0,47
2022-12-28,community,350,0,50
2022-12-28,community,350,0,48
2022-12-28,performing-arts,1330,0,60
2022-12-28,performing-arts,467,0,51
2022-12-28,performing-arts,732,0,54
2022-12-28,performing-arts,582,0,52
2022-12-28,performing-arts,422,0,50
2022-12-28,performing-arts,840,0,56
2022-12-28,performing-arts,696,0,54
2022-12-28,performing-arts,904,0,56
2022-12-28,performing-arts,334,0,48
2022-12-28,performing-arts,385,0,49
2022-12-28,performing-arts,594,0,53
2022-12-28,performing-arts,492,0,51
2022-12-28,performing-arts,733,0,55
2022-12-28,performing-arts,1421,0,60
2022-12-28,expos,5000,962100,69
2022-12-28,performing-arts,2584,0,66
2022-12-28,performing-arts,742,0,55
2022-12-28,festivals,2500000,3931200,100
2022-12-28,performing-arts,432,0,50
2022-12-28,performing-arts,507,0,51
2022-12-28,performing-arts,433,0,50
2022-12-28,performing-arts,467,0,51
2022-12-28,performing-arts,583,0,52
2022-12-28,performing-arts,535,0,52
2022-12-28,concerts,250,0,46
2022-12-28,conferences,5000,357300,70
2022-12-28,concerts,353,3600,48
2022-12-28,performing-arts,673,0,54
2022-12-28,performing-arts,1264,0,59
2022-12-28,performing-arts,1377,0,60
2022-12-28,performing-arts,277,0,46
2022-12-28,performing-arts,1322,0,60
2022-12-28,performing-arts,723,0,54
2022-12-28,performing-arts,371,0,48
2022-12-28,performing-arts,699,0,54
2022-12-28,performing-arts,904,0,56
2022-12-28,performing-arts,647,0,53
2022-12-29,performing-arts,696,0,54
2022-12-29,performing-arts,673,0,54
2022-12-29,concerts,708,0,54
2022-12-29,performing-arts,1421,0,60
2022-12-29,performing-arts,843,0,56
2022-12-29,community,350,0,48
2022-12-29,performing-arts,1330,0,60
2022-12-29,performing-arts,904,0,56
2022-12-29,performing-arts,2584,0,66
2022-12-29,performing-arts,1322,0,60
2022-12-29,performing-arts,334,0,48
2022-12-29,performing-arts,507,0,51
2022-12-29,performing-arts,432,0,50
2022-12-29,concerts,250,0,46
2022-12-29,sports,9771,0,78
2022-12-29,performing-arts,332,0,47
2022-12-29,performing-arts,458,0,50
2022-12-29,performing-arts,699,0,54
2022-12-29,performing-arts,647,0,53
2022-12-29,performing-arts,467,0,51
2022-12-29,performing-arts,904,0,56
2022-12-29,performing-arts,583,0,52
2022-12-29,performing-arts,422,0,50
2022-12-29,performing-arts,433,0,50
2022-12-29,performing-arts,385,0,49
2022-12-29,performing-arts,742,0,55
2022-12-29,performing-arts,1330,0,60
2022-12-29,performing-arts,538,0,52
2022-12-29,performing-arts,594,0,53
2022-12-29,sports,4700,0,70
2022-12-29,performing-arts,1264,0,59
2022-12-29,performing-arts,334,0,48
2022-12-29,performing-arts,277,0,46
2022-12-29,performing-arts,492,0,51
2022-12-29,performing-arts,733,0,55
2022-12-29,performing-arts,723,0,54
2022-12-29,performing-arts,535,0,52
2022-12-29,performing-arts,732,0,54
2022-12-29,performing-arts,1377,0,60
2022-12-29,performing-arts,698,0,54
2022-12-29,festivals,2500000,3931200,100
2022-12-29,performing-arts,1503,0,61
2022-12-29,concerts,672,0,54
2022-12-29,performing-arts,666,0,54
2022-12-29,performing-arts,582,0,52
2022-12-29,performing-arts,467,0,51
2022-12-30,performing-arts,507,0,51
2022-12-30,community,550,0,50
2022-12-30,performing-arts,1503,0,61
2022-12-30,performing-arts,1322,0,60
2022-12-30,performing-arts,538,0,52
2022-12-30,performing-arts,1264,0,59
2022-12-30,concerts,672,0,54
2022-12-30,performing-arts,334,0,48
2022-12-30,performing-arts,699,0,54
2022-12-30,performing-arts,535,0,52
2022-12-30,performing-arts,458,0,50
2022-12-30,performing-arts,467,0,51
2022-12-30,concerts,250,0,46
2022-12-30,performing-arts,1377,0,60
2022-12-30,performing-arts,277,0,46
2022-12-30,performing-arts,673,0,54
2022-12-30,performing-arts,904,0,56
2022-12-30,performing-arts,723,0,54
2022-12-30,performing-arts,432,0,50
2022-12-30,performing-arts,666,0,54
2022-12-30,performing-arts,840,0,56
2022-12-30,performing-arts,696,0,54
2022-12-30,performing-arts,433,0,50
2022-12-30,performing-arts,732,0,54
2022-12-30,concerts,250,0,46
2022-12-30,performing-arts,332,0,47
2022-12-30,community,450,0,49
2022-12-30,concerts,754,25200,53
2022-12-30,performing-arts,733,0,55
2022-12-30,performing-arts,1421,0,60
2022-12-30,performing-arts,594,0,53
2022-12-30,performing-arts,1330,0,60
2022-12-30,performing-arts,647,0,53
2022-12-30,performing-arts,582,0,52
2022-12-30,community,700,32400,52
2022-12-30,performing-arts,385,0,49
2022-12-30,performing-arts,334,0,48
2022-12-30,festivals,2500000,3931200,100
2022-12-30,performing-arts,2584,0,66
2022-12-30,performing-arts,583,0,52
2022-12-30,community,350,0,48
2022-12-30,performing-arts,371,0,48
2022-12-30,performing-arts,904,0,56
2022-12-30,performing-arts,843,0,56
2022-12-30,performing-arts,492,0,51
2022-12-30,performing-arts,698,0,54
2022-12-30,performing-arts,742,0,55
2022-12-30,performing-arts,422,0,50
2022-12-31,community,800,0,54
2022-12-31,performing-arts,904,0,56
2022-12-31,performing-arts,583,0,52
2022-12-31,concerts,361,21600,49
2022-12-31,community,500,0,51
2022-12-31,performing-arts,467,0,51
2022-12-31,concerts,928,25200,57
2022-12-31,concerts,288,36000,47
2022-12-31,community,300,0,49
2022-12-31,community,300,7200,49
2022-12-31,performing-arts,840,0,56
2022-12-31,performing-arts,1377,0,60
2022-12-31,concerts,700,39600,52
2022-12-31,performing-arts,904,0,56
2022-12-31,performing-arts,535,0,52
2022-12-31,community,500,0,50
2022-12-31,performing-arts,1421,0,60
2022-12-31,performing-arts,538,0,52
2022-12-31,performing-arts,385,0,49
2022-12-31,performing-arts,1264,0,59
2022-12-31,performing-arts,422,0,50
2022-12-31,performing-arts,843,0,56
2022-12-31,performing-arts,433,0,50
2022-12-31,community,1789,0,61
2022-12-31,performing-arts,723,0,54
2022-12-31,performing-arts,696,0,54
2022-12-31,performing-arts,673,0,54
2022-12-31,community,1600,25200,61
2022-12-31,performing-arts,277,0,46
2022-12-31,concerts,4921,0,69
2022-12-31,performing-arts,647,0,53
2022-12-31,performing-arts,1330,0,60
2022-12-31,community,700,0,54
2022-12-31,performing-arts,1330,0,60
2022-12-31,performing-arts,293,0,47
2022-12-31,performing-arts,458,0,50
2022-12-31,concerts,257,0,45
2022-12-31,performing-arts,467,0,51
2022-12-31,community,400,0,49
2022-12-31,performing-arts,583,0,52
2022-12-31,performing-arts,732,0,54
2022-12-31,performing-arts,361,0,47
2022-12-31,performing-arts,371,0,48
2022-12-31,sports,24946,0,88
2022-12-31,concerts,304,28800,47
2022-12-31,performing-arts,699,0,54
2022-12-31,performing-arts,742,0,55
2022-12-31,concerts,1505,0,60
2022-12-31,concerts,1674,25200,60
2022-12-31,concerts,672,0,54
2022-12-31,community,350,0,48
2022-12-31,performing-arts,666,0,54
2022-12-31,performing-arts,594,0,53
2022-12-31,performing-arts,332,0,47
2022-12-31,performing-arts,733,0,55
2022-12-31,performing-arts,698,0,54
2022-12-31,performing-arts,507,0,51
2022-12-31,festivals,2500000,3931200,100
2022-12-31,concerts,1426,43200,59
2022-12-31,performing-arts,1322,0,60
2022-12-31,performing-arts,432,0,50
2022-12-31,community,450,0,50
2023-01-01,community,450,0,49
2023-01-01,performing-arts,492,0,51
2023-01-01,performing-arts,840,0,56
2023-01-01,performing-arts,1264,0,59
2023-01-01,performing-arts,732,0,54
2023-01-01,community,350,0,48
2023-01-01,performing-arts,467,0,51
2023-01-01,performing-arts,507,0,51
2023-01-01,performing-arts,2584,0,66
2023-01-01,festivals,2500000,3931200,100
2023-01-01,performing-arts,1322,0,60
2023-01-01,performing-arts,422,0,50
2023-01-01,sports,11309,0,79
2023-01-01,performing-arts,582,0,52
2023-01-01,concerts,1600,28800,61
2023-01-01,performing-arts,673,0,54
2023-01-01,performing-arts,387,0,49
2023-01-01,performing-arts,1330,0,60
2023-01-01,community,450,0,49
2023-01-01,performing-arts,538,0,52
2023-01-01,community,1789,0,61
2023-01-02,community,350,0,48
2023-01-02,performing-arts,1330,0,60
2023-01-02,performing-arts,332,0,47
2023-01-02,performing-arts,904,0,56
2023-01-02,performing-arts,904,0,56
2023-01-02,performing-arts,843,0,56
2023-01-02,performing-arts,458,0,50
2023-01-02,performing-arts,583,0,52
2023-01-02,performing-arts,467,0,51
2023-01-02,performing-arts,666,0,54
2023-01-02,performing-arts,582,0,52
2023-01-02,performing-arts,480,0,51
2023-01-02,performing-arts,696,0,54
2023-01-02,performing-arts,535,0,52
2023-01-02,sports,5024,0,71
2023-01-02,sports,7630,0,80
2023-01-02,performing-arts,647,0,53
2023-01-02,performing-arts,432,0,50
2023-01-02,performing-arts,334,0,48
2023-01-02,performing-arts,733,0,55
2023-01-02,performing-arts,742,0,55
2023-01-02,performing-arts,699,0,54
2023-01-02,community,350,0,50
2023-01-02,performing-arts,492,0,51
2023-01-02,performing-arts,594,0,53
2023-01-02,performing-arts,1377,0,60
2023-01-03,concerts,250,0,46
2023-01-03,performing-arts,433,0,50
2023-01-03,performing-arts,480,0,51
2023-01-03,performing-arts,422,0,50
2023-01-03,performing-arts,467,0,51
2023-01-03,performing-arts,699,0,54
2023-01-03,performing-arts,535,0,52
2023-01-03,concerts,672,0,54
2023-01-03,performing-arts,277,0,46
2023-01-03,performing-arts,1330,0,60
2023-01-03,performing-arts,332,0,47
2023-01-03,performing-arts,698,0,54
2023-01-03,performing-arts,594,0,53
2023-01-03,performing-arts,1377,0,60
2023-01-03,performing-arts,582,0,52
2023-01-03,performing-arts,1503,0,61
2023-01-03,sports,36782,0,87
2023-01-03,performing-arts,1421,0,60
2023-01-03,performing-arts,1264,0,59
2023-01-03,performing-arts,904,0,56
2023-01-03,expos,5000,1152000,70
2023-01-03,performing-arts,647,0,53
2023-01-03,performing-arts,733,0,55
2023-01-03,performing-arts,696,0,54
2023-01-03,performing-arts,583,0,52
2023-01-03,performing-arts,723,0,54
2023-01-03,performing-arts,843,0,56
2023-01-03,performing-arts,742,0,55
2023-01-03,performing-arts,385,0,49
2023-01-03,community,350,0,48
2023-01-04,performing-arts,723,0,54
2023-01-04,performing-arts,1264,0,59
2023-01-04,performing-arts,1503,0,61
2023-01-04,performing-arts,843,0,56
2023-01-04,performing-arts,594,0,53
2023-01-04,performing-arts,732,0,54
2023-01-04,conferences,1050,0,56
2023-01-04,performing-arts,904,0,56
2023-01-04,conferences,500,205200,51
2023-01-04,performing-arts,666,0,54
2023-01-04,performing-arts,673,0,54
2023-01-04,performing-arts,742,0,55
2023-01-04,performing-arts,535,0,52
2023-01-04,performing-arts,1322,0,60
2023-01-04,performing-arts,699,0,54
2023-01-04,performing-arts,277,0,46
2023-01-04,performing-arts,492,0,51
2023-01-04,performing-arts,334,0,48
2023-01-04,performing-arts,332,0,47
2023-01-04,concerts,672,0,54
2023-01-04,performing-arts,840,0,56
2023-01-04,performing-arts,698,0,54
2023-01-04,performing-arts,582,0,52
2023-01-04,performing-arts,1421,0,60
2023-01-04,expos,5000,1152000,70
2023-01-04,concerts,250,0,46
2023-01-04,performing-arts,422,0,50
2023-01-04,performing-arts,1330,0,60
2023-01-04,performing-arts,647,0,53
2023-01-04,performing-arts,480,0,51
2023-01-04,performing-arts,733,0,55
2023-01-04,performing-arts,696,0,54
2023-01-04,performing-arts,433,0,50
2023-01-04,performing-arts,432,0,50
2023-01-04,performing-arts,387,0,49
2023-01-04,performing-arts,467,0,51
2023-01-04,community,350,0,48
2023-01-04,performing-arts,1377,0,60
2023-01-04,performing-arts,385,0,49
2023-01-04,sports,5957,0,78
2023-01-04,performing-arts,458,0,50
2023-01-05,performing-arts,334,0,48
2023-01-05,performing-arts,1377,0,60
2023-01-05,performing-arts,371,0,48
2023-01-05,performing-arts,458,0,50
2023-01-05,performing-arts,467,0,51
2023-01-05,performing-arts,1322,0,60
2023-01-05,performing-arts,742,0,55
2023-01-05,performing-arts,732,0,54
2023-01-05,sports,40742,0,88
2023-01-05,performing-arts,904,0,56
2023-01-05,performing-arts,1421,0,60
2023-01-05,performing-arts,385,0,49
2023-01-05,performing-arts,1264,0,59
2023-01-05,performing-arts,1330,0,60
2023-01-05,performing-arts,843,0,56
2023-01-05,performing-arts,666,0,54
2023-01-05,performing-arts,647,0,53
2023-01-05,performing-arts,332,0,47
2023-01-05,performing-arts,334,0,48
2023-01-05,conferences,500,205200,51
2023-01-05,performing-arts,696,0,54
2023-01-05,performing-arts,673,0,54
2023-01-05,performing-arts,1503,0,61
2023-01-05,concerts,250,0,46
2023-01-05,community,220,0,47
2023-01-05,performing-arts,387,0,49
2023-01-05,community,550,0,50
2023-01-05,performing-arts,698,0,54
2023-01-05,performing-arts,492,0,51
2023-01-05,expos,5000,1152000,70
2023-01-05,performing-arts,277,0,46
2023-01-05,community,350,0,48
2023-01-05,performing-arts,432,0,50
2023-01-05,performing-arts,904,0,56
2023-01-05,performing-arts,1330,0,60
2023-01-05,performing-arts,480,0,51
2023-01-05,performing-arts,699,0,54
2023-01-05,performing-arts,723,0,54
2023-01-05,concerts,672,0,54
2023-01-05,performing-arts,535,0,52
2023-01-05,performing-arts,422,0,50
2023-01-05,performing-arts,594,0,53
2023-01-05,performing-arts,433,0,50
2023-01-05,performing-arts,583,0,52
2023-01-05,performing-arts,733,0,55
2023-01-06,performing-arts,432,0,50
2023-01-06,concerts,250,0,46
2023-01-06,performing-arts,334,0,48
2023-01-06,performing-arts,1330,0,60
2023-01-06,performing-arts,698,0,54
2023-01-06,performing-arts,1377,0,60
2023-01-06,performing-arts,467,0,51
2023-01-06,performing-arts,742,0,55
2023-01-06,community,450,0,49
2023-01-06,concerts,250,0,46
2023-01-06,performing-arts,433,0,50
2023-01-06,performing-arts,467,0,51
2023-01-06,performing-arts,904,0,56
2023-01-06,community,350,0,48
2023-01-06,community,350,0,50
2023-01-06,performing-arts,480,0,51
2023-01-06,performing-arts,666,0,54
2023-01-06,community,350,0,48
2023-01-06,performing-arts,458,0,50
2023-01-06,performing-arts,277,0,46
2023-01-06,performing-arts,1503,0,61
2023-01-06,performing-arts,843,0,56
2023-01-06,performing-arts,535,0,52
2023-01-06,performing-arts,1421,0,60
2023-01-06,performing-arts,387,0,49
2023-01-06,performing-arts,673,0,54
2023-01-06,performing-arts,696,0,54
2023-01-06,performing-arts,733,0,55
2023-01-06,performing-arts,723,0,54
2023-01-06,performing-arts,492,0,51
2023-01-06,expos,5000,1152000,70
2023-01-06,performing-arts,647,0,53
2023-01-06,concerts,672,0,54
2023-01-06,performing-arts,904,0,56
2023-01-06,performing-arts,1264,0,59
2023-01-06,performing-arts,732,0,54
2023-01-06,performing-arts,422,0,50
2023-01-06,performing-arts,1322,0,60
2023-01-06,performing-arts,583,0,52
2023-01-06,performing-arts,582,0,52
2023-01-06,performing-arts,840,0,56
2023-01-06,performing-arts,332,0,47
2023-01-06,performing-arts,699,0,54
2023-01-06,performing-arts,371,0,48
2023-01-06,performing-arts,594,0,53
2023-01-07,performing-arts,385,0,49
2023-01-07,performing-arts,732,0,54
2023-01-07,community,350,0,48
2023-01-07,performing-arts,334,0,48
2023-01-07,performing-arts,904,0,56
2023-01-07,performing-arts,1421,0,60
2023-01-07,performing-arts,699,0,54
2023-01-07,performing-arts,1503,0,61
2023-01-07,concerts,1028,0,56
2023-01-07,performing-arts,458,0,50
2023-01-07,performing-arts,433,0,50
2023-01-07,performing-arts,840,0,56
2023-01-07,performing-arts,467,0,51
2023-01-07,performing-arts,583,0,52
2023-01-07,performing-arts,594,0,53
2023-01-07,concerts,1600,28800,61
2023-01-07,performing-arts,371,0,48
2023-01-07,performing-arts,582,0,52
2023-01-07,performing-arts,1264,0,59
2023-01-07,community,350,0,48
2023-01-07,performing-arts,277,0,46
2023-01-07,performing-arts,1330,0,60
2023-01-07,performing-arts,723,0,54
2023-01-07,performing-arts,666,0,54
2023-01-07,performing-arts,492,0,51
2023-01-07,concerts,480,0,52
2023-01-07,performing-arts,673,0,54
2023-01-07,performing-arts,843,0,56
2023-01-07,performing-arts,480,0,51
2023-01-07,concerts,1350,0,58
2023-01-07,performing-arts,467,0,51
2023-01-07,performing-arts,422,0,50
2023-01-07,concerts,323,28800,47
2023-01-07,performing-arts,332,0,46
2023-01-07,concerts,250,0,46
2023-01-07,performing-arts,1377,0,60
2023-01-07,performing-arts,332,0,47
2023-01-07,concerts,672,0,54
2023-01-07,performing-arts,432,0,50
2023-01-07,sports,4264,0,71
2023-01-07,performing-arts,647,0,53
2023-01-07,expos,5000,1152000,70
2023-01-07,performing-arts,742,0,55
2023-01-07,performing-arts,535,0,52
2023-01-07,community,450,0,49
2023-01-07,performing-arts,698,0,54
2023-01-07,performing-arts,696,0,54
2023-01-07,performing-arts,733,0,55
2023-01-07,sports,1537,0,66
2023-01-07,performing-arts,904,0,56
2023-01-07,performing-arts,1322,0,60
2023-01-08,performing-arts,698,0,54
2023-01-08,concerts,300,10800,47
2023-01-08,performing-arts,385,0,49
2023-01-08,performing-arts,583,0,52
2023-01-08,performing-arts,1330,0,60
2023-01-08,concerts,4921,0,69
2023-01-08,community,350,0,48
2023-01-08,concerts,2500,28800,65
2023-01-08,performing-arts,492,0,51
2023-01-08,performing-arts,1322,0,60
2023-01-08,performing-arts,432,0,50
2023-01-08,performing-arts,467,0,51
2023-01-08,performing-arts,467,0,51
2023-01-08,concerts,5100,0,72
2023-01-08,concerts,5100,0,72
2023-01-08,performing-arts,458,0,50
2023-01-08,performing-arts,673,0,54
2023-01-08,performing-arts,1503,0,61
2023-01-08,performing-arts,732,0,54
2023-01-08,performing-arts,1377,0,60
2023-01-08,concerts,672,0,54
2023-01-08,sports,10036,0,83
2023-01-08,performing-arts,1264,0,59
2023-01-08,performing-arts,840,0,56
2023-01-08,performing-arts,723,0,54
2023-01-08,performing-arts,904,0,56
2023-01-08,performing-arts,666,0,54
2023-01-08,performing-arts,422,0,50
